Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
66;und also wil ich dennoch unverrathen seyn. Erster ;Handlung; Sechster Aufftrit. Arcos und die Vorigen. Arc. Ac;DRAM_P1_OMD_1683_MasanielloRAW.txt;DRAM;P1;OMD;1683;1685;MasanielloRAW.txt;NA;Handlung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
67;hl eher geschehen/ da√ü die Frau Mutter mit jhren ;Liebkosungen; ist frey gewesen. Arc. Ach nein! Jch wei√ü auch w;DRAM_P1_OMD_1683_MasanielloRAW.txt;DRAM;P1;OMD;1683;1685;MasanielloRAW.txt;NA;Liebkosung;NA;NEIN;s;NEIN;mit;NA;NA;NA;prenom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;liebkosen;NA;NEIN;JA
68;                                       Ôªø  Drite ;Handlung;. Erster Eintrit. Au√ü dem Pallast. Jenseits Cassa;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Handlung;Zahlwort;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
69;ebens/ vnd der/ so mir nach meinen gestellet habe ;Vergebung;. Meine Guetigkeit beschame den Thetter/ der Gerec;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Vergebung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergeben;NA;NEIN;NEIN
70;i√ü ich nicht/ di√ü aber wei√ü ich/ da√ü mich die ;Neigung; zu dem andern trage: Entdecke mir doch die Warhei;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Neigung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
71;ner Sohne. Nun uebergibe ich deiner guettheitigen ;Neigung;/ deiner geschwornen Treue ein unschuldiges Leben.;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Neigung;g¸theitig;JA;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
72;sich. Pir. Also grausam war mein Glicke Da√ü all' ;Hoffnung; von mir wich. Ant. Glaub mir/ ich kan troesten di;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Hoffnung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
73;vnd kuesse sie mit Ehrentbietigen Herzen als eine ;Begnadung; der Goetter/ als eine Geschancknu√ü der Liebe. An;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Begnadung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;be;NA;NA;begnaden;NA;NEIN;JA
74;u? Meinst ich soll vor Hiz verschmachten/ Vnd ohn ;Hoffnung; seyn darben? Tem. Leyde nur es steht dir frey. Er;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Hoffnung;NA;NEIN;KEIN;NEIN;ohne;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
75;irst dich berewen Grausamer. Du wirst dermalleins ;Neigungen; wollen/ vnd ich werde Ungnad verueben. Gebt gegen;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Neigung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
76;mseliger/ ich habe geirret.) Cass. Die innerliche ;Entfetzung; bekraeffigt mir solches. O Goetter! mich geduncke;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Entsetzung;innerlich;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ent;NA;NA;entsetzen;NA;NEIN;NEIN
77;er koene mein Sohn seyn/ thate ers nicht au√ü gut-;Neigung; gegen mir/ sondern au√ü aigen-Nutz gegen sich sel;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Neigung;NA;NEIN;KEIN;NEIN;aus;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
78;erg Pirrus/ Androcle/ Soldaten. And. WAs traurige ;Zeitung;! Pirrus hat sich geoffenbahret? O Goetter! Cassan;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Zeitung;traurig;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
79;immel vor die Genad/ da√ü ich mich vor alle deine ;Beguenstigungen; hertzlich bedancken koene. Ant. Ach mir! du sages;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Beg¸nstigung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;be;NA;NA;beguenstigen;NA;NEIN;NEIN
80;/ indeme ich das Stillschweigen gebrochen/ vnd an ;Endung; meines Lebens darvor die Belohnung habe. Ant. Dic;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Endigung;NA;NEIN;KEIN;JA;an;KEIN;NA;NA;postnom;NA;PL;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;NA;NA;NA;endigen;NA;NEIN;NEIN
81;gebrochen/ vnd an Endung meines Lebens darvor die ;Belohnung; habe. Ant. Dich bringen die Wellen vnd mich die Q;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;PirrusRAW.txt;NA;Belohnung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;belohnen;NA;NEIN;NEIN
82;Flammen-Aufenthalt! Bist du kalt? Willst du deine ;Neygung; zwingen? Dich um deinen Liebsten bringen? Ach! Mi;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Neigung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
83;/ mit beyden Haenden! (Geht ab.) Ende der zweyten ;Abhandlung;. Dritter Abhandlung/ Erster Auftritt. Etzbon alle;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Abhandlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
84;! (Geht ab.) Ende der zweyten Abhandlung. Dritter ;Abhandlung;/ Erster Auftritt. Etzbon allein. Aria 9. O Eitler;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Abhandlung;Zahlwort;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
86;st/ das der so sehr empfindet? Etzbon. Soll meine ;Hoffnung; noch bestehen? Elieser. Ich mu√ü ihm naeher gehen;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Hoffnung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
87;ie in Wind. Die Lieb' ist blind! Ende der dritten ;Abhandlung; Vierdter Abhandlung/ Erster Auftritt. Drey Maenne;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Abhandlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
88;' ist blind! Ende der dritten Abhandlung Vierdter ;Abhandlung;/ Erster Auftritt. Drey Maenner und Abraham. HErr.;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Abhandlung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
89;/ wird hernachmal gantz vergessen/ und bleibt der ;Verachtung; Ziel. Ach! die Zeit veraendert viel! Ich will anj;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;AbrahamRAW.txt;NA;Verachtung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verachten;NA;NEIN;NEIN
90;                                       Ôªø  Erste ;Handlung;. Dritte Einfuehrung. DIe Lieb entschliesset sich ;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Handlung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
91;                      Ôªø  Erste Handlung. Dritte ;Einfuehrung;. DIe Lieb entschliesset sich die von Gott Hymene ;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Einf¸hrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einfuehren;NA;NEIN;NEIN
92;ebe Treu/ Bestaendigkeit. Lieb. Wann man will ein ;Vestung; bauen/ Trachtet man nach gutem Grund/ Billich dan;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Festung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;festen;NA;NEIN;JA
93;st die Zeit/ Eylen wir zum Liebes-Streit. Vierdte ;Einfuehrung; DEr Neyd/ Betrug/ vnd List berathschlagen sich/ w;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Einf¸hrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einfuehren;NA;NEIN;NEIN
94;a√ü sie von dem Wasser hinderhalten/ vnd nach;Auﬂloeschung; jhrer Flammen verfolget werde. Neyd. Betrug. List;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Auslˆschung;NA;NEIN;KEIN;JA;nach;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;aus;NA;NA;ausloeschen;NA;NEIN;NEIN
95;ter List/ Dein Hilff wird vns gewinnen/ Was vnser ;Hoffnung; ist. List. Mein Muth will ich verbringen/ Verueeb;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Hoffnung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
96;ab ich gesotten/ Fuer das getreue Bluth. Fuenffte ;Einfuehrung;. DEr Neyd vnterstehet sich bey dem Wasser-Element;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Einf¸hrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einfuehren;NA;NEIN;NEIN
97;en GOTT/ Vnd nicht verachten sein Gebott. Anderte ;Handlung;. Erste Einfuehrung. AU√ü Antrib de√ü Neyds entsch;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Handlung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
98;ht verachten sein Gebott. Anderte Handlung. Erste ;Einfuehrung;. AU√ü Antrib de√ü Neyds entschliesset sich die Kr;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Einf¸hrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einfuehren;NA;NEIN;NEIN
99; befleissen mich der Liebe nachzustreben. Anderte ;Einfuehrung;. BEllona muntert auff die gantze Kriegs-Rott/ erg;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;LiebesSigRAW.txt;NA;Einf¸hrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einfuehren;NA;NEIN;NEIN
102;                                   Ôªø Die Dritte ;Abhandlung;.       Octavianus. Titus. Auf dem Fuerstlichen Sa;DRAM_P1_WMD_1662_TomyrisRAW.txt;DRAM;P1;WMD;1662;1665;TomyrisRAW.txt;NA;Abhandlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
106;                                Ôªø  Die fuenffte ;Abhandlung;. Von de√ü Kinder-Moerders schrekklichen Straafen/;DRAM_P1_WMD_1668_ChristRuehmendesRAW.txt;DRAM;P1;WMD;1668;1665;ChristRuehmendesRAW.txt;NA;Abhandlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abhandeln;NA;NEIN;NEIN
108; rathen waer/ Ach aber nun sind wir von Trost und ;Hoffnung; leer! Was hin ist/ das ist hin/ kein todes Feur g;DRAM_P1_WMD_1668_ChristRuehmendesRAW.txt;DRAM;P1;WMD;1668;1665;ChristRuehmendesRAW.txt;NA;Hoffnung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
109;                                    ÔªøDer Ersten ;Handlung;         Erster Aufftritt.           Sganarelle. A;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Handlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
110;ie in ein Closter zu schicken/ da wird sie solche ;Zeitvertreibungen; finden/ die ihrem Gemuet besser zukommen werden. ;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Zeitvertreibung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;zeitvertreiben;NA;NEIN;NEIN
111; einen Unlust erlitten? Habt ihr einige heimliche ;Zuneigung;? Mit wem woltet ihr gern verheuratet seyn? Ach/ i;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Zuneigung;heimlich;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;zu;NA;NA;zuneigen;NA;NEIN;JA
112; der umb mich hat ansuchen lassen/ mir nicht alle ;Hoffnung; benommen habe.       Lisette.       Wie! ist es d;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Hoffnung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
113;em Maegdgen nicht wol an/ da√ü es also frey seine ;Meynung;" herau√ü sagt; jedoch so bekenne ich/ wann mir erl";DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Meinung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;meinen;NA;NEIN;NEIN
114;du elender Vatter! was wirstu thun/ wann du diese ;Zeitung; hoerest.       Sganarelle.       Was soll das sey;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Zeitung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
115;kan man deren nicht zu viel haben.       Zwischen-;Handlung;.       Champagne tantzt/ und klopfft vor vierer A;DRAM_P1_WMD_1670_ComoediantenRAW.txt;DRAM;P1;WMD;1670;1675;ComoediantenRAW.txt;NA;Handlung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
116;                                 Ôªø  Die sechste ;Handlung;. Erster Aufzug. Herzog Carle/ und Rundschan. Herz;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;CarleRAW.txt;NA;Handlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
117;n. Herzog Carle tritt auf mit seinen Leuthen/ die ;Besatzung; au√ü Granson komNASALSTRICHen/ und fallen auff di;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;CarleRAW.txt;NA;Besatzung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;besetzen;besatzen;NEIN;NEIN
118;em Blut erstickt und gantz verdorben. Die sibende ;Handlung;. Han√ü Varenbueeler/ Hauptmann von Sanct Gallen/ ;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;CarleRAW.txt;NA;Handlung;Zahlwort;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
119;auff/ wolan marschieret fort. Sie ziehen in guter ;Ordnung; auff das Burgundische Laeger zu/ und fangend an z;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;CarleRAW.txt;NA;Ordnung;gut;JA;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;ordnen;NA;NEIN;NEIN
120;rn Auffzug die uebrigen Eydsgnossen auch in jhrer ;Ordnung;/ jhnen nachzufolgen/ herau√ü. Der Hauptmann von Z;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;CarleRAW.txt;NA;Ordnung;NA;NEIN;s;NEIN;in;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;ordnen;NA;NEIN;NEIN
121;it zu gehorsamen/ in deme sie naechst der Goettl. ;Vorsehung; dieses strahlende Sonnen-Liecht uns gluecklich un;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Vorsehung;gˆttlich;JA;b;NEIN;n‰chst;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;vor;NA;NA;vorsehen;NA;JA;NEIN
122;Nil-strohm seinen Wachsthum und ueberschwengliche ;Ergiessung; aller Glueckseligkeiten billig zuschreibet! ihr s;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Ergieﬂung;¸berschwenglich;JA;KEIN;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;YES;NA;er;NA;NA;ergiessen;NA;NEIN;NEIN
123;. als Koenigl. Stul-Erben unsere gehorsame Dienst-;bezeigungen;.       Phar. Versichert euch! werthester Statthal;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;Dienst;Bezeigung;gehorsam;JA;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bezeigen;NA;NEIN;NEIN
124;Wie dann an euch vor deme eben dergleichen Huelff-;rettung;/ von uns allergnaedigst ist erwiesen worden/ da i;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;Hilf;Rettung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;retten;NA;NEIN;NEIN
125;da√ü Ihro Fuerstl. Durchl. nach wohl vollbrachten ;Verrichtungen; mit bestem Vergnuegen wieder anhero zur Koenigl. ;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Verrichtung;vollbracht;JA;KEIN;JA;nach;MOD;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verrichten;NA;NEIN;NEIN
126;ier zu wenig fuer einen Sack/ doch weil wir paare ;Bezahlung; zu gewarten haben/ so wollen wir den Sack um besa;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Bezahlung;bar;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bezahlen;NA;NEIN;NEIN
127;t in wohl-feilen Zeiten vorstellet.)       Erster ;Handlung; III. Auftritt.       Reichs-Cantzler. Marschall. ;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Handlung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;handeln;NA;NEIN;JA
128;gl. Beambten/ in die vor deme geschehene Koenigl. ;Einsetzung; de√ü Statthalters Josephs freiwillig und mit gros;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Einsetzung;kˆniglich;JA;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einsetzen;NA;NEIN;NEIN
129;"; Nun aber ob der noch immerwaehrenden staerckern ";Fortsetzung; seines Frucht einkauffens und aufschuettens unter;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Fortsetzung;stark;JA;b;NEIN;ob;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;fort;NA;NA;fortsetzen;NA;NEIN;JA
130;derrathen/ und den Koenig Krafft der Reichs-Grund-;Satzungen; auf andere Gedancken zu lencken wohl vermoegen/ s;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;Reichsgrund;Satzung;NA;NEIN;b;NEIN;kraft;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;satzen;setzen;NEIN;NEIN
131;gen/ so frage ich derohalben/ was gesambter Herrn ;Meinung; und Rath seye?;DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;JosephRAW.txt;NA;Meinung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;meinen;NA;NEIN;NEIN
132;der/ Berg und Thal/ Alles wo ich suesse Lust/ und ;Vergnuegung; kan geniessen/ Sey gegruesset tausend mahl. Gruen;DRAM_P1_WOD_1699_LiebesStreitRAW.txt;DRAM;P1;WOD;1699;1695;LiebesStreitRAW.txt;NA;Vergn¸gung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
134;ü Herz. Amynt. Mich solst du nimmermehr auf deine ;Meinung; lencken/ Und wann du gleich dich wolst bis in den;DRAM_P1_WOD_1699_LiebesStreitRAW.txt;DRAM;P1;WOD;1699;1695;LiebesStreitRAW.txt;NA;Meinung;NA;NEIN;s;NEIN;auf;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;meinen;NA;NEIN;NEIN
