Nummer;Text_vorher;NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Periode_dreissig;Erstglied;Lemma;Nicht-native_Basis;Hapax_Legomenon;Simplexbasis;Majuskel;Adj;mit_ADJ;Prep_NOM;Genitiv;NOM_V;Prep;Det;Numerus;Anmerkung;Praefix
26187;auf eine gedoppelte Art geschehen, entweder durch ;Brechen; oder Purgieren. Von beyden ist ueberhaupt in acht;SCIE_P2_NoD_1736_AnweisungRAW.txt;SCIE;P2;NoD;1736;1735;1710-1740;NA;Brechen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
5024;u geniessen/ und eine Probe in der Huetten/ durch ;Einschmeltzen; davon gemacht. In welcher Prob befunden/ dass es ;LEGA_P1_WMD_1698_BergkRechtRAW.txt;LEGA;P1;WMD;1698;1695;1680-1710;NA;Einschmelzen;NEIN;JA;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;durch;KEIN;SG;NA;ein
16221;Fluegels/ die schaedliche Wirckung durch zeitiges ;Fluechten; bald verrathen haette.       Inmittelst hatte sic;NARR_P1_OMD_1700_BaniseRAW.txt;NARR;P1;OMD;1700;1705;1680-1710;NA;Flüchten;NEIN;NEIN;JA;JA;zeitig;JA;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
2350;durch liederliches Schweren/ Ungehorsam gegen die Eltern/ Obrigkeit/ Herren und ander vorgesetzte/ Hoffarth in Kleidung/ Luegen/ Calumnien/ und sonderlich uebermaessigen;Fressen; und Vollsauffen/ vornehmlich in Brantewein/ ingle;LEGA_P1_OMD_1680_DreszdenRAW.txt;LEGA;P1;OMD;1680;1685;1680-1710;NA;Fressen;NEIN;NEIN;JA;JA;übermäßig;JA;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
638;en/ womit sein allerheiligster Leib so wohl durch ;Geisseln; und Schlagen/ als auch durch die spitzige Dornen-;SERM_P2_WMD_1721_HeilBronnenRAW.txt;SERM;P2;WMD;1721;1725;1710-1740;NA;Geißeln;NEIN;JA;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
33019;oeste Gold ist, suesse dieses aus, und jage durch ;Gluehen; den Schwefel davon, so hat man sein Gold wieder. ;SCIE_P3_OMD_1781_ChymieRAW.txt;SCIE;P3;OMD;1781;1785;1770-1800;NA;Glühen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
10285;in der Nacht eine Batterie verfertiget, und durch ;canoniren; und bombardieren alles zum Sturm bereit gemacht, ;HUMA_P2_WMD_1748_SamuelRAW.txt;HUMA;P2;WMD;1748;1745;1740-1770;NA;Kanonieren;JA;NEIN;NA;NEIN;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
46179;xt uebersetzet werden: Siehe/ ich habe durch mein ;Casteyen;/ [f] durch meine Sparsamkeit/ Menage, da ich mein;SERM_P2_WMD_1743_TrostPredigtRAW.txt;SERM;P2;WMD;1743;1745;1740-1770;NA;Kasteien;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;durch;s;SG;NA;NA
46188;aeische Ubersetzer gehabt haben: Siehe durch mein ;Casteyen; und mein Fasten habe ich verschaffet [g] etc. etc;SERM_P2_WMD_1743_TrostPredigtRAW.txt;SERM;P2;WMD;1743;1745;1740-1770;NA;Kasteien;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;durch;s;SG;NA;NA
45393;n etliche Seelen hart an/ entweder durch aeussere ;Leiden;/ oder durch innere starcke Erschuetterung-Erschre;SERM_P2_WMD_1702_LebenRAW.txt;SERM;P2;WMD;1702;1705;1680-1710;NA;Leiden;NEIN;NEIN;JA;JA;äußere;JA;NEIN;KEIN;NEIN;durch;KEIN;PL;NA;NA
38535; bei ihrem GOTT durch Gebeth und fleissiges Bibel-;lesen;" den segen zu erlangen; hernach aber auch Unden si";SERM_P1_OMD_1680_SursumDeorsumRAW.txt;SERM;P1;OMD;1680;1685;1680-1710;Bibel;Lesen;NEIN;NEIN;JA;JA;fleißig;JA;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
22545;n offenes Buch zu seinen Symbolo.] [Durch Buecher-;Lesen; kan man viel erfahren.] [Drey Sachen seynd nicht ;NARR_P2_OOD_1734_TaendlMarcktRAW.txt;NARR;P2;OOD;1734;1735;1710-1740;Bücher;Lesen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
5984;d wusste doch noch nicht, dass durch dein kuehnes ;Morden; Mein eigner Bruder war ins Grab gestuerzet worden;DRAM_P2_OMD_1732_CatoRAW.txt;DRAM;P2;OMD;1732;1735;1710-1740;NA;Morden;NEIN;NEIN;JA;JA;kühl;JA;NEIN;PRENOM;NEIN;durch;s;SG;NA;NA
14354;il der Sitten ausmachen, durch eigenen Fleiss und ;Nachdenken; sich in der Studierstube erwerben koennte: so due;HUMA_P3_OOD_1774_EmilRAW.txt;HUMA;P3;OOD;1774;1775;1770-1800;NA;Nachdenken;NEIN;NEIN;NEIN;JA;eigen;JA;JA;KEIN;NEIN;durch;KEIN;SG;NA;nach
24889;rken. Solte darum der Krieg durch sein rauben und ;pluendern; keyn Ursach der Theurung und Hungersnoth sein/ we;SCIE_P1_WOD_1665_CometenRAW.txt;SCIE;P1;WOD;1665;1665;1650-1680;NA;Plündern;NEIN;NEIN;JA;JA;NA;NEIN;JA;PRENOM;NEIN;durch;s;SG;NA;NA
26188;ppelte Art geschehen, entweder durch Brechen oder ;Purgieren;. Von beyden ist ueberhaupt in acht zu nehmen, das;SCIE_P2_NoD_1736_AnweisungRAW.txt;SCIE;P2;NoD;1736;1735;1710-1740;NA;Purgieren;JA;NEIN;NA;JA;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
21675;lich durch die Hand-Arbeit/ durch Feuer und durch ;Schiessen;/ da doch bey dem Feuer und Schiessen die Hand-Arb;SCIE_P1_OMD_1700_BergBauRAW.txt;SCIE;P1;OMD;1700;1705;1680-1710;NA;Schießen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
20847;tel ersinnen/ dass sie nicht durch allzu starckes ;Schlagen; und Pochen ein zu grosses Geraeusche machen.     ;NARR_P2_OMD_1708_AffectenRAW.txt;NARR;P2;OMD;1708;1705;1680-1710;NA;Schleifen;NEIN;NEIN;JA;JA;stark;JA;NEIN;POSTNOM;NEIN;durch;KEIN;SG;NA;NA
60;begegnet man ganz anders. Durch Zaertlichkeit und ;Schmeicheln;, Gefaelligkeit und Scherzen, Erobert man die Herz;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Schmeicheln;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
16123;Unordnung setzen/ und der Sieg auch durch blosses ;Schrecken; erhalten werden.       Dieser Anschlag wurde alle;NARR_P1_OMD_1700_BaniseRAW.txt;NARR;P1;OMD;1700;1705;1680-1710;NA;Schrecken;NEIN;NEIN;JA;JA;bloß;JA;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
38927;"nde/ von GOtt abgewichen; so muste er doch/ durch ";Seufftzen;" und Flehen/ wider&#367;m zu GOtt kommen.       Se";SERM_P1_OOD_1660_EinweihungsPredigtRAW.txt;SERM;P1;OOD;1660;1665;1650-1680;NA;Seufzen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
12988; hindansetzen/ und nicht nur durch unanstaendiges ;Spatzieren=Gehn;GOtt die edle Zeit gleichsam unverantwortlic;LEGA_P2_WOD_1738_ConstantzRAW.txt;LEGA;P2;WOD;1738;1735;1710-1740;NA;Spazierengehen;NEIN;NEIN;NEIN;JA;unanständig;JA;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
25395; gethan hatte, indem er anfing, ihn durch blosses ;Sprechen; Englisch zu lehren, und sich ueber seine Progress;NARR_P3_NoD_1790_AntonReiserRAW.txt;NARR;P3;NoD;1790;1795;1770-1800;NA;Sprechen;NEIN;JA;JA;JA;bloß;JA;NEIN;KEIN;NEIN;durch;KEIN;SG;NA;NA
4574;inmahl ansprechen/ Eh' sie sich wird an mir durch ;Toedten; raechen/ Und mich zur Erden Hoehlen dringt. Aria,;DRAM_P1_WOD_1699_LiebesStreitRAW.txt;DRAM;P1;WOD;1699;1695;1680-1710;NA;Töten;NEIN;JA;JA;JA;NA;NEIN;JA;KEIN;NEIN;durch;KEIN;SG;NA;NA
15613;"e; jedennoch wolte er nicht durch verdriessliches ";Widersprechen; seine Person auf ewig deroselben verhasst machen/;NARR_P1_OMD_1689_ArminiusRAW.txt;NARR;P1;OMD;1689;1685;1680-1710;NA;Widersprechen;NEIN;JA;NEIN;JA;verdrießlich;JA;JA;KEIN;NEIN;durch;KEIN;SG;NA;wider
51641;eine Zuhoerer, als wahnsinnig und verrueckt, fuer ;Warten; der Dinge, die kommen sollen, von einem Ziehungs-;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;1770-1800;NA;Warten;NEIN;JA;JA;JA;NA;NEIN;JA;POSTNOM;NEIN;für;KEIN;SG;NA;NA
40617; nennet der Apostel seinen Todt in unserm Text in ;Abscheiden;. Ich werde schon geopffert/ und die Zeit meines A;SERM_P1_WMD_1699_SolmsRAW.txt;SERM;P1;WMD;1699;1695;1680-1710;NA;Abscheiden;NEIN;JA;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;in;KEIN;SG;NA;ab
6059;usstragen lassen muessen/ oder in ihrer Schuldner ;Abwesen;/ fuer sich selbs eignes Gewalts eingefallen/ und ;LEGA_P1_WOD_1683_UlmRAW.txt;LEGA;P1;WOD;1683;1685;1680-1710;NA;Abwesen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;PRENOM;NEIN;in;s;SG;NA;ab
6658;stellte Zeugen in allen rechtlichen Processen, in ;Abwesen; beeder Partheyen/ und meniglichs allein vor Geric;LEGA_P1_WOD_1698_LandsOrdnungRAW.txt;LEGA;P1;WOD;1698;1695;1680-1710;NA;Abwesen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;ab
3693; ordine Seniorum Collegii erbitten/ der in seinem ;Abwesen; seine Stelle vertrette/ da es dann am allernaechs;LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt;LEGA;P1;OOD;1700;1705;1680-1710;NA;Abwesen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;PRENOM;NEIN;in;s;SG;NA;ab
9083;ieselbe ersuchet/ ermahnet und erinnert haben/ in ;Ansehen; des wahren Nothstands und allzu bekannter Gefaehr;LEGA_P2_OMD_1710_ReichsArchivRAW.txt;LEGA;P2;OMD;1710;1715;1710-1740;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
30745;ungen faehig. Die Erde und alle Planeten sind, in ;Ansehen; der Sonne, in gleichem Zusand, in welchem der Mon;SCIE_P2_WOD_1741_ErdenRAW.txt;SCIE;P2;WOD;1741;1745;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
30746;Sonne, in gleichem Zusand, in welchem der Mond in ;Ansehen; der Erde ist: Also ist es ja moeglich, dass die S;SCIE_P2_WOD_1741_ErdenRAW.txt;SCIE;P2;WOD;1741;1745;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
16638; nur allzeit fuer einen Zeugen, und zwar jeder in ;Ansehen; derselbigen Sache, worueber er ausgesaget hat, be;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
16706;en.             §. 6. Einige andere werden nur in ;Ansehen; gewisser Personen der Zeugenschaftsgebung, wenn s;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
16806;sen werden koennen: ausser da ein solcher Zeug in ;Ansehen; des Inquisitens selbst sich einer Bestechung, ode;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
16873;beeydigen sind.              §. 11. Dahingegen in ;Ansehen; jener Personen, welche wegen ihrer Kunsterfahrenh;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
16906;aben.              §. 12. Wie Wir es dann auch in ;Ansehen; der Geistlichkeit bey deme, was oben Art. 26. §. ;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
17008;einige Unser-erblaendischen Staenden nicht nur in ;Ansehen; des leiblichen Eydes, wovon erst hieoben §. 9. An;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;POSTNOM;NEIN;in;KEIN;SG;NA;an
19405;gefaehrliche Leben nicht mehr gefallen wollen/ in ;Bedencken;/ dass der Mensch nicht dieser Welt/ und ihrer Wol;NARR_P1_WOD_1689_MirantenRAW.txt;NARR;P1;WOD;1689;1685;1680-1710;NA;Bedenken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;in;KEIN;SG;NA;be
27800;er Glass-Scherben/ damit die gemahlte Scheiben in ;Brennen; keinen Schaden leyden moechten/ dann fuellen sie ;SCIE_P2_OOD_1705_WerckSchulRAW.txt;SCIE;P2;OOD;1705;1705;1680-1710;NA;Brennen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;in;KEIN;SG;NA;NA
37715;asset uns erbarlich wandeln als am Tage/ nicht in ;Fressen; und Sauffen/ nicht in Kammern und Unzucht/ nicht ;SERM_P1_OMD_1672_AdventRAW.txt;SERM;P1;OMD;1672;1675;1650-1680;NA;Fressen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;NA;NA
47397; zu nennen? oder muss man sie nicht in geruehrtem ;Mitleiden; zu den Betrogenen rechnen? Aber dis war die Denke;SERM_P3_NoD_1765_TrauerredeRAW.txt;SERM;P3;NoD;1765;1765;1740-1770;NA;Mitleiden;NEIN;NEIN;NEIN;JA;gerührt;JA;JA;KEIN;NEIN;in;KEIN;SG;NA;mit
49895;niemals dahin gelegen: Sie ware viel zu fertig in ;Nachdencken;/ als dass Sie sich dem ersten Eindruck der Sinnen;SERM_P3_OOD_1751_ElisabethaRAW.txt;SERM;P3;OOD;1751;1755;1740-1770;NA;Nachdenken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;in;KEIN;SG;NA;nach
16493;en und Phantasten-Gedancken in meinem wercklichen ;Nachsinnen; setzte/ ich sahe wol ihre seltzame Minas, ich wus;NARR_P1_OOD_1667_SimplicissimusRAW.txt;NARR;P1;OOD;1667;1665;1650-1680;NA;Nachsinnen;NEIN;NEIN;NEIN;JA;wirklich;JA;JA;PRENOM;NEIN;in;s;SG;NA;nach
37716;barlich wandeln als am Tage/ nicht in Fressen und ;Sauffen;/ nicht in Kammern und Unzucht/ nicht in Hader und;SERM_P1_OMD_1672_AdventRAW.txt;SERM;P1;OMD;1672;1675;1650-1680;NA;Saufen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;NA;NA
19158;auffschliessen lassen/ damit wir ihn mit starckem ;Anklopffen; nicht aus der Ruhe verstoerten. Wir tapten daselb;NARR_P1_WOD_1682_FeuermaeuerRAW.txt;NARR;P1;WOD;1682;1685;1680-1710;NA;Anklopfen;NEIN;JA;NEIN;JA;stark;JA;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;an
11370;chwoeren/ ihren Aembtern getreulich obzuseyn/ mit ;Auffschreiben;/ Lesen und andern/ aeuch die Brieff und Urkund/ d;LEGA_P2_WMD_1724_GesetzBuchRAW.txt;LEGA;P2;WMD;1724;1725;1710-1740;NA;Aufschreiben;NEIN;JA;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;auf
4642;nd zu nehmen/ sie die Beschwerden mit raehtlichem ;Bedencken;/ wie und was Gestalt es zum fueglichsten anzugrei;LEGA_P1_WMD_1694_RathsSatzungRAW.txt;LEGA;P1;WMD;1694;1695;1680-1710;NA;Bedenken;NEIN;NEIN;NEIN;JA;rätlich;JA;JA;KEIN;NEIN;mit;KEIN;SG;NA;be
4257;meine gebracht hat. Worauff auch diese mit vielem ;beten; und fasten uem seine versoehnung bey GOTT anhielt;HUMA_P1_WMD_1699_KetzerHistorieRAW.txt;HUMA;P1;WMD;1699;1695;1680-1710;NA;Beten;NEIN;NEIN;JA;NEIN;NA;NEIN;NEIN;KEIN;NEIN;mit;s;SG;NA;NA
16910;sich auch das Frauenzimmer/ mit Vorwand und hohem ;Betheuren;/ dass sie nichts absonderliches zu erzehlen haett;NARR_P1_OOD_1682_WinternaechteRAW.txt;NARR;P1;OOD;1682;1685;1680-1710;NA;Beteuern;NEIN;JA;NEIN;JA;hoch;JA;JA;KEIN;NEIN;mit;KEIN;SG;NA;be
28646;Tage des Leidens aber mit Gelassenheit und klugem ;Betragen; verbunden. Ihre Schoenheit und gute Erziehung hat;NARR_P3_WMD_1783_MoralischeErzaehlungenRAW.txt;NARR;P3;WMD;1783;1785;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;klug;JA;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;be
24150;uss ich im Elende herum wandeln und mein Brod mit ;Bettelgehen; suchen.       Ja mein liebes Kind! sagte sie, im ;NARR_P2_WOD_1724_JungferRobinsoneRAW.txt;NARR;P2;WOD;1724;1725;1710-1740;NA;Bettelgehen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;be
2666;n Schlund/ verleg den Pass Mit Wellen Sturmb/ vnd ;Prausen;. Wasser. Der Lieb hab ich mein Treu allein Verpfl;DRAM_P1_OOD_1682_LiebesSigRAW.txt;DRAM;P1;OOD;1682;1685;1680-1710;NA;Brausen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42939;t ihnen wallen zum Hause Gottes mit Frolocken und ;Dancken; unter den Hauffen/ die da feyren [Psal. 42, 5.]. ;SERM_P2_OMD_1706_GedaechtnisPredigtRAW.txt;SERM;P2;OMD;1706;1705;1680-1710;NA;Danken;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42609;TES Angesicht schaue? Psalm 42, 3. Lasset uns mit ;Dancken; vor sein Angesicht kommen, und mit Psalmen ihn ja;SERM_P2_NoD_1730_JubelFesteRAW.txt;SERM;P2;NoD;1730;1735;1710-1740;NA;Danken;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
12084;eltigkeit sass er droben, und mit Schmeichlen und ;Drohen; bracht er es endlich zum Thor herein, der Liebetr;DRAM_P3_WMD_1773_GoetzRAW.txt;DRAM;P3;WMD;1773;1775;1770-1800;NA;Drohen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
861;r seyn/ daselbst alle Mutungen mit Verleihung und ;Einschreiben; sollen bestetigt/ Frist gegeben/ Schiede beschlos;LEGA_P1_NoD_1673_BergOrdnungRAW.txt;LEGA;P1;NoD;1673;1675;1650-1680;NA;Einschreiben;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;ein
3822;entiren/ gegen selbe wollen wir mit gewoehnlichem ;Einsehen; verfahren.       VII.       [Boese Bezahler.] FEr;LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt;LEGA;P1;OOD;1700;1705;1680-1710;NA;Einsehen;NEIN;NEIN;NEIN;JA;gewöhnlich;JA;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;ein
23425;Der Graf betrachtete diese holdselige Einoede mit ;Entzuecken;: der Geist der Dicht-Kunst, welcher in diesen Hay;NARR_P2_WMD_1742_RedlicheMannRAW.txt;NARR;P2;WMD;1742;1745;1740-1770;NA;Entzücken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;ent
29520;h deinen Ahnherrn, sagte die edle Nuschirwani mit ;Entzueken;, sieh ihn, einen kleinen Fuersten der Mongalen, e;NARR_P3_WOD_1771_UsongRAW.txt;NARR;P3;WOD;1771;1775;1770-1800;NA;Entzücken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;ent
11916;in â€“ mein der liebenswuerdige Mann, den ich mit ;Entzuecken; bald meinen Gatten nennen werde. â€“ ( Ein Windsc;DRAM_P3_OOD_1798_DonauweibchenRAW.txt;DRAM;P3;OOD;1798;1795;1770-1800;NA;Entzücken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;ent
15737; hinter sich geleget hatten. Er wurde mit grossen ;Frolocken; empfangen/ massen das sieghaffte Heer/seit dass e;NARR_P1_OMD_1689_ArminiusRAW.txt;NARR;P1;OMD;1689;1685;1680-1710;NA;Frohlocken;NEIN;NEIN;NEIN;JA;groß;JA;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42938;auffen/ und mit ihnen wallen zum Hause Gottes mit ;Frolocken; und Dancken unter den Hauffen/ die da feyren [Psa;SERM_P2_OMD_1706_GedaechtnisPredigtRAW.txt;SERM;P2;OMD;1706;1705;1680-1710;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
7029; nicht ihr uebermaessige Freuden.)       Ven. Mit ;Frolocken; steige ich jetzt vom hoechsten Staffel. Umb einen;DRAM_P2_OOD_1725_VenceslaoRAW.txt;DRAM;P2;OOD;1725;1725;1710-1740;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42453; HERRN mit Freuden, kommt fuer sein Angesicht mit ;Frolocken;. Zwey Stuecke nennet David, die zu der Freymuehti;SERM_P2_NoD_1730_JubelFesteRAW.txt;SERM;P2;NoD;1730;1735;1710-1740;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42549;m HERRN mit Freuden, kommt vor sein Angesicht mit ;Frolocken;. Es ist unstreitig, dass David durch den Dienst d;SERM_P2_NoD_1730_JubelFesteRAW.txt;SERM;P2;NoD;1730;1735;1710-1740;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42622;ssen. Daher nennet es David, mit Freuden, und mit ;Frolocken;. Das erste Wort zielet fuernehmlich auf die Freud;SERM_P2_NoD_1730_JubelFesteRAW.txt;SERM;P2;NoD;1730;1735;1710-1740;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
42779;m HErrn mit Freuden, kommt vor sein Angesicht mit ;Frolocken;.;SERM_P2_NoD_1730_JubelFesteRAW.txt;SERM;P2;NoD;1730;1735;1710-1740;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
49180;"Errn mit Freuden; er kommt vor sein Angesicht mit ";Frolocken;. Denn dies goettliche Angesicht glaenzet ihm Wonn;SERM_P3_OMD_1760_FolgenRAW.txt;SERM;P3;OMD;1760;1765;1740-1770;NA;Frohlocken;NEIN;NEIN;NEIN;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
25585;ft besitzen, als in andern, welches ein jeder mit ;Hauchen; an das leere Theil der Roehre erforschen kan.    ;SCIE_P2_NoD_1734_BarometerRAW.txt;SCIE;P2;NoD;1734;1735;1710-1740;NA;Hauchen;NEIN;JA;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
2881;. Scherffenberg beordret/ so selbige mit starcken ;Canonieren; vnd Einwerffung der Bomben dahin forcirt/ daß sie;mercurii_muenchen_extract_1684_fin.txt;NEWS;P1;OOD;1684;1685;1680-1710;NA;Kanonieren;JA;NEIN;NA;JA;stark;JA;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
10403;und Paucken-Schall von einer grossen Batterie mit ;Canoniren; der Anfang gemacht.       In der folgenden Nacht ;HUMA_P2_WMD_1748_SamuelRAW.txt;HUMA;P2;WMD;1748;1745;1740-1770;NA;Kanonieren;JA;NEIN;NA;JA;NA;NEIN;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;NA
11696;en Aembtern mit Schreiben/ Lesen/ Ingrossiren und ;Copiren;/ nach Bescheid des Verwalters und der Protonotari;LEGA_P2_WMD_1724_GesetzBuchRAW.txt;LEGA;P2;WMD;1724;1725;1710-1740;NA;Kopieren;JA;JA;NA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
11695;"gen Und ihr gleich die Nachricht bringen; Und mit ";Lachen; und mit Scherzen Ihrem schwachen, feigen Herzen F;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Lachen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
11371; Aembtern getreulich obzuseyn/ mit Auffschreiben/ ;Lesen; und andern/ aeuch die Brieff und Urkund/ die in G;LEGA_P2_WMD_1724_GesetzBuchRAW.txt;LEGA;P2;WMD;1724;1725;1710-1740;NA;Lesen;NEIN;NEIN;JA;JA;NA;NEIN;JA;KEIN;NEIN;mit;KEIN;SG;NA;NA
6372; I. UNd demnach man eine Zeithero mit sonderbarem ;Missfallen; erfahren muessen/ dass es unter denen Handtheiren;LEGA_P1_WOD_1683_UlmRAW.txt;LEGA;P1;WOD;1683;1685;1680-1710;NA;Missfallen;NEIN;NEIN;NEIN;JA;sonderbar;JA;JA;KEIN;NEIN;mit;KEIN;SG;NA;miss
3316; Er macht sich schon auf dich gefast/ Weil du mit ;Morden; und mit Dreuen Das gantze Land betruebet hast/ Du;DRAM_P1_WMD_1668_ChristRuehmendesRAW.txt;DRAM;P1;WMD;1668;1665;1650-1680;NA;Morden;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;mit;KEIN;SG;NA;NA
